Sys_time,laccx,y,z,lacc_accu,grax,y,z,gra_accu,gyrx,y,z,gyr_accu,accx,y,z,acc_accu,magx,y,z,mag_accu,ori,rv_x,rv_y,rv_z,rv_s,rv_head_acc,rv_accu,gamerv_x,gamerv_y,gamerv_z,gamerv_s,gamerv_accu,lon,lat,speed,bearing,gps_time,step
1649404076343,0.4693,0.4258,-1.1084,3.00,0.0280,1.1849,9.7348,3.00,0.1449,0.0101,0.0391,3.00,0.6494,1.8183,8.2848,3.00,29.9144,-3.5258,-48.5316,3.00,280.7760,0.0187,0.0559,0.9538,0.2948,0.00,3.00,0.0465,0.0387,0.6562,0.7522,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076362,0.6321,0.6303,-1.4375,3.00,0.0174,1.1895,9.7342,3.00,0.0032,0.0681,-0.0104,3.00,0.8601,1.9644,8.7169,3.00,30.1096,-3.5868,-48.3608,3.00,280.4218,0.0191,0.0574,0.9543,0.2926,0.00,3.00,0.0464,0.0393,0.6565,0.7519,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076381,0.8826,0.7872,-1.0021,3.00,-0.0225,1.1791,9.7355,3.00,-0.0744,0.2135,-0.0654,3.00,0.2460,1.7453,9.3897,3.00,30.2682,-3.6112,-48.2144,3.00,279.2080,0.0186,0.0578,0.9546,0.2916,0.00,3.00,0.0446,0.0405,0.6564,0.7520,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076400,0.3145,0.5657,-0.3275,3.00,-0.0686,1.1818,9.7349,3.00,-0.0017,0.2379,-0.0006,3.00,-0.1670,1.6663,9.4938,3.00,30.4878,-3.6844,-48.1534,3.00,279.1727,0.0165,0.0579,0.9548,0.2910,0.00,3.00,0.0432,0.0423,0.6560,0.7524,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076419,-0.0897,0.4579,-0.2189,3.00,-0.0774,1.2107,9.7313,3.00,0.1321,0.0504,0.0690,3.00,0.0533,1.8447,9.1239,3.00,30.4878,-3.6844,-48.1534,3.00,280.8470,0.0142,0.0588,0.9551,0.2901,0.00,3.00,0.0440,0.0436,0.6561,0.7521,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076439,0.1200,0.6118,-0.5833,3.00,-0.0669,1.2356,9.7283,3.00,0.1064,-0.0394,0.0843,3.00,0.0341,1.8267,8.9767,3.00,30.5732,-3.7210,-48.1046,3.00,280.9003,0.0141,0.0603,0.9554,0.2888,0.00,3.00,0.0453,0.0441,0.6567,0.7515,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076459,0.1074,0.5941,-0.7272,3.00,-0.0735,1.2357,9.7282,3.00,-0.0176,0.0559,0.1588,3.00,-0.2436,1.7908,9.5920,3.00,30.6586,-3.7820,-48.0680,3.00,280.0984,0.0149,0.0614,0.9558,0.2873,0.00,3.00,0.0450,0.0444,0.6573,0.7510,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076479,-0.1506,0.5506,-0.1106,3.00,-0.0932,1.2433,9.7271,3.00,0.0215,0.1304,0.2798,3.00,-0.3370,1.8099,10.2084,3.00,30.7806,-3.8796,-48.0314,3.00,279.2138,0.0144,0.0616,0.9564,0.2850,0.00,3.00,0.0446,0.0455,0.6585,0.7499,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076499,-0.2285,0.5298,0.5083,3.00,-0.1087,1.2830,9.7217,3.00,0.1834,0.1219,0.3861,3.00,0.0066,2.2289,10.0480,3.00,30.8782,-3.9406,-48.0070,3.00,281.9555,0.0134,0.0623,0.9574,0.2816,0.00,3.00,0.0455,0.0476,0.6606,0.7479,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076518,0.1238,0.8902,0.3535,3.00,-0.1174,1.3414,9.7138,3.00,0.2665,0.1011,0.4032,3.00,0.1754,2.6838,9.5680,3.00,31.0002,-4.0992,-47.9460,3.00,285.5084,0.0129,0.0645,0.9586,0.2772,0.00,3.00,0.0472,0.0501,0.6635,0.7450,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076538,0.1238,0.8902,0.3535,3.00,-0.1174,1.3414,9.7138,3.00,0.2665,0.1011,0.4032,3.00,0.1754,2.6838,9.5680,3.00,31.0002,-4.0992,-47.9460,3.00,285.5084,0.0129,0.0645,0.9586,0.2772,0.00,3.00,0.0472,0.0501,0.6635,0.7450,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076557,0.1547,1.3731,-0.1240,3.00,-0.1580,1.4272,9.7010,3.00,0.1474,0.1756,0.3952,3.00,-0.2005,2.5449,10.3126,3.00,31.1466,-4.6604,-47.9582,3.00,283.2380,0.0124,0.0703,0.9608,0.2678,0.00,3.00,0.0487,0.0550,0.6694,0.7393,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076576,-0.0431,1.0597,0.6353,3.00,-0.1577,1.4874,9.6919,3.00,0.2714,0.0626,0.4331,3.00,-0.1646,2.1307,10.9674,3.00,31.2198,-4.9410,-47.8606,3.00,278.1445,0.0115,0.0725,0.9620,0.2632,0.00,3.00,0.0507,0.0572,0.6724,0.7363,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076596,-0.0176,0.5679,1.2952,3.00,-0.1471,1.5641,9.6800,3.00,0.3697,0.0101,0.4019,3.00,0.6865,2.1008,10.5735,3.00,31.3052,-5.2826,-47.8240,3.00,276.1587,0.0119,0.0756,0.9630,0.2583,0.00,3.00,0.0537,0.0597,0.6755,0.7330,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076615,-0.0176,0.5679,1.2952,3.00,-0.1471,1.5641,9.6800,3.00,0.1358,0.1726,0.1851,3.00,0.7727,1.7788,9.6003,3.00,31.3540,-5.7096,-47.7630,3.00,274.1979,0.0119,0.0756,0.9630,0.2583,0.00,3.00,0.0537,0.0597,0.6755,0.7330,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076634,0.8575,0.5079,0.9018,3.00,-0.1710,1.5934,9.6748,3.00,0.1358,0.1726,0.1851,3.00,0.7727,1.7788,9.6003,3.00,31.4882,-6.0390,-47.6898,3.00,273.6334,0.0131,0.0793,0.9639,0.2539,0.00,3.00,0.0538,0.0619,0.6783,0.7302,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076653,1.0054,0.2625,-0.0821,3.00,-0.2328,1.5169,9.6858,3.00,-0.3914,0.3344,-0.0086,3.00,-0.1466,0.9576,9.8110,3.00,31.6590,-6.3196,-47.6532,3.00,267.0115,0.0121,0.0811,0.9644,0.2513,0.00,3.00,0.0486,0.0616,0.6798,0.7291,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076673,0.1655,-0.4053,0.1078,3.00,-0.3123,1.3634,9.7064,3.00,-0.7579,0.3931,-0.0684,3.00,-1.0157,0.1029,11.8544,3.00,31.8176,-6.3806,-47.6166,3.00,257.8571,0.0080,0.0781,0.9649,0.2505,0.00,3.00,0.0401,0.0592,0.6803,0.7294,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076692,-0.6129,-1.1263,2.1266,3.00,-0.4025,1.2284,9.7211,3.00,-0.6431,0.4444,0.0470,3.00,-1.8321,-0.4776,13.6236,3.00,32.0372,-6.4416,-47.4824,3.00,252.0823,0.0021,0.0715,0.9654,0.2508,0.00,3.00,0.0319,0.0578,0.6803,0.7299,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076711,-1.3298,-1.6711,3.8772,3.00,-0.5010,1.1904,9.7212,3.00,-0.1520,0.5037,0.3183,3.00,-1.4742,-0.0335,12.8850,3.00,32.3422,-6.4538,-47.2872,3.00,256.1749,-0.0042,0.0659,0.9659,0.2504,0.00,3.00,0.0270,0.0602,0.6810,0.7293,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076730,-0.9006,-1.2652,3.1321,3.00,-0.5712,1.2267,9.7128,3.00,0.1993,0.3864,0.4252,3.00,-0.5273,0.8918,10.5484,3.00,32.6838,-6.4904,-47.1652,3.00,265.5322,-0.0097,0.0653,0.9666,0.2477,0.00,3.00,0.0257,0.0642,0.6836,0.7266,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076750,0.0929,-0.3790,0.7996,3.00,-0.6175,1.2651,9.7051,3.00,0.1822,0.2819,0.3647,3.00,-0.5488,1.1731,9.1000,3.00,33.0132,-6.5514,-46.9700,3.00,269.5048,-0.0130,0.0679,0.9673,0.2442,0.00,3.00,0.0252,0.0674,0.6868,0.7233,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076769,0.1044,-0.1059,-0.6423,3.00,-0.6505,1.2737,9.7018,3.00,0.0221,0.2098,0.3256,3.00,-0.7966,1.0127,9.0186,3.00,33.3914,-6.5392,-46.7260,3.00,268.0391,-0.0150,0.0704,0.9678,0.2410,0.00,3.00,0.0240,0.0690,0.6896,0.7205,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076788,-0.1230,-0.2618,-0.7192,3.00,-0.6710,1.2696,9.7009,3.00,-0.0389,0.1426,0.3354,3.00,-0.9199,0.9385,9.2640,3.00,33.6354,-6.6246,-46.5918,3.00,266.8127,-0.0167,0.0712,0.9684,0.2384,0.00,3.00,0.0229,0.0697,0.6921,0.7181,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076807,-0.2565,-0.3394,-0.4715,3.00,-0.6611,1.2734,9.7011,3.00,0.0020,-0.0125,0.3415,3.00,-0.7081,1.0546,9.2843,3.00,33.8184,-6.7588,-46.3478,3.00,267.6759,-0.0180,0.0712,0.9690,0.2357,0.00,3.00,0.0232,0.0696,0.6947,0.7155,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076827,-0.0933,-0.2317,-0.4509,3.00,-0.6127,1.2820,9.7032,3.00,0.0295,-0.2092,0.2767,3.00,-0.4531,1.0929,9.3454,3.00,33.9648,-7.0394,-46.1770,3.00,267.3804,-0.0176,0.0712,0.9696,0.2333,0.00,3.00,0.0250,0.0682,0.6973,0.7131,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076846,0.0990,-0.1904,-0.3918,3.00,-0.5504,1.2793,9.7073,3.00,-0.0218,-0.2850,0.1930,3.00,-0.4100,0.8691,9.6578,3.00,33.9648,-7.2712,-46.0184,3.00,264.6482,-0.0153,0.0710,0.9701,0.2315,0.00,3.00,0.0269,0.0659,0.6993,0.7112,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076866,0.0930,-0.3942,-0.0840,3.00,-0.5015,1.2595,9.7125,3.00,-0.0976,-0.2245,0.1399,3.00,-0.4016,0.5842,10.3293,3.00,33.8550,-7.4908,-46.0428,3.00,261.4644,-0.0123,0.0701,0.9705,0.2305,0.00,3.00,0.0278,0.0635,0.7007,0.7101,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076885,0.0884,-0.6628,0.5823,3.00,-0.4884,1.2429,9.7153,3.00,-0.0725,-0.0431,0.1533,3.00,-0.6602,0.4022,10.5676,3.00,33.6720,-7.6616,-46.0306,3.00,259.2554,-0.0101,0.0685,0.9707,0.2299,0.00,3.00,0.0276,0.0624,0.7016,0.7093,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076904,-0.1603,-0.8532,0.8185,3.00,-0.4981,1.2509,9.7138,3.00,0.0509,0.0779,0.2529,3.00,-0.7344,0.6859,9.9618,3.00,33.5622,-7.8080,-46.0550,3.00,261.5413,-0.0097,0.0676,0.9710,0.2291,0.00,3.00,0.0275,0.0631,0.7026,0.7082,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076924,-0.2368,-0.6059,0.2167,3.00,-0.4958,1.2871,9.7092,3.00,0.1810,0.0229,0.3097,3.00,-0.2628,1.2761,8.8258,3.00,33.3914,-7.9422,-46.1160,3.00,267.9863,-0.0102,0.0680,0.9714,0.2272,0.00,3.00,0.0287,0.0644,0.7044,0.7062,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076943,-0.2368,-0.6059,0.2167,3.00,-0.4958,1.2871,9.7092,3.00,0.1810,0.0229,0.3097,3.00,-0.2628,1.2761,8.8258,3.00,33.2206,-8.0154,-46.1892,3.00,267.8626,-0.0102,0.0680,0.9714,0.2272,0.00,3.00,0.0287,0.0644,0.7044,0.7062,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076963,0.2122,-0.0559,-0.9103,3.00,-0.4735,1.3277,9.7048,3.00,0.1895,-0.0748,0.2431,3.00,0.0581,1.6388,8.1651,3.00,33.1230,-8.1252,-46.2624,3.00,271.8669,-0.0099,0.0698,0.9718,0.2248,0.00,3.00,0.0307,0.0652,0.7066,0.7039,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404076983,0.5209,0.2848,-1.5609,3.00,-0.4617,1.3507,9.7022,3.00,0.0954,-0.0266,0.1545,3.00,-0.2472,1.7154,7.9807,3.00,33.0254,-8.2472,-46.2868,3.00,273.3876,-0.0084,0.0716,0.9721,0.2230,0.00,3.00,0.0319,0.0657,0.7082,0.7022,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077002,0.2255,0.3520,-1.7349,3.00,-0.4719,1.3612,9.7002,3.00,0.0319,0.0736,0.1332,3.00,-0.7476,1.4628,8.5218,3.00,33.0254,-8.2472,-46.2868,3.00,270.2562,-0.0077,0.0726,0.9723,0.2219,0.00,3.00,0.0318,0.0665,0.7092,0.7011,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077021,-0.2727,0.0748,-1.1844,3.00,-0.4744,1.3867,9.6965,3.00,0.1126,0.0302,0.1833,3.00,-0.7607,1.6495,8.3793,3.00,32.9522,-8.5278,-46.3356,3.00,272.1657,-0.0081,0.0732,0.9725,0.2209,0.00,3.00,0.0325,0.0675,0.7102,0.7000,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077041,-0.3288,0.2192,-1.3164,3.00,-0.4318,1.4298,9.6922,3.00,0.1987,-0.1994,0.1680,3.00,-0.4914,1.9296,8.0274,3.00,32.8790,-8.7474,-46.3966,3.00,275.2733,-0.0080,0.0745,0.9727,0.2197,0.00,3.00,0.0355,0.0676,0.7116,0.6985,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077060,-0.1319,0.4701,-1.6589,3.00,-0.3596,1.4602,9.6907,3.00,0.1315,-0.3552,0.0782,3.00,-0.3142,1.9620,8.4248,3.00,32.7204,-8.8938,-46.3844,3.00,274.1655,-0.0055,0.0762,0.9728,0.2188,0.00,3.00,0.0391,0.0662,0.7127,0.6973,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077080,-0.0026,0.4934,-1.2559,3.00,-0.3119,1.4701,9.6908,3.00,0.0319,-0.2373,0.0214,3.00,-0.4315,1.8016,9.5572,3.00,32.7204,-8.8938,-46.3844,3.00,270.2022,-0.0016,0.0769,0.9728,0.2187,0.00,3.00,0.0411,0.0649,0.7129,0.6970,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077099,-0.1223,0.3158,-0.1206,3.00,-0.3096,1.4874,9.6883,3.00,0.0777,-0.0107,0.0287,3.00,-0.4926,1.6998,9.9475,3.00,32.5862,-9.0402,-46.5430,3.00,268.4478,0.0010,0.0768,0.9726,0.2193,0.00,3.00,0.0419,0.0655,0.7128,0.6971,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077119,-0.1590,0.1913,0.2724,3.00,-0.3339,1.5099,9.6840,3.00,0.1071,0.1286,0.0648,3.00,-0.3298,1.8566,9.5513,3.00,32.5130,-9.2232,-46.6040,3.00,270.0785,0.0013,0.0777,0.9726,0.2192,0.00,3.00,0.0418,0.0672,0.7128,0.6969,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077138,0.0085,0.3269,-0.1199,3.00,-0.3386,1.5312,9.6805,3.00,0.0973,0.0284,0.0312,3.00,-0.1550,2.0434,9.6853,3.00,32.4154,-9.3940,-46.6528,3.00,270.9834,0.0003,0.0791,0.9726,0.2187,0.00,3.00,0.0423,0.0681,0.7133,0.6962,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077157,0.1576,0.4896,0.0166,3.00,-0.3129,1.5552,9.6775,3.00,0.1101,-0.1310,-0.0385,3.00,-0.2604,1.9440,10.1845,3.00,32.3422,-9.5770,-46.7382,3.00,269.0895,0.0003,0.0802,0.9725,0.2186,0.00,3.00,0.0441,0.0681,0.7136,0.6958,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077177,0.0001,0.3499,0.5179,3.00,-0.2606,1.5951,9.6726,3.00,0.1962,-0.2758,-0.0800,3.00,-0.1227,1.8913,10.3712,3.00,32.2324,-9.7234,-46.8236,3.00,268.0147,0.0019,0.0811,0.9723,0.2192,0.00,3.00,0.0475,0.0677,0.7132,0.6960,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077196,0.0855,0.2530,0.7071,3.00,-0.2082,1.6387,9.6665,3.00,0.2207,-0.2899,-0.1735,3.00,0.4591,2.0278,10.1785,3.00,32.1348,-9.8332,-46.8602,3.00,268.6787,0.0050,0.0825,0.9719,0.2204,0.00,3.00,0.0510,0.0674,0.7124,0.6967,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077216,0.6680,0.3823,0.5127,3.00,-0.2090,1.6455,9.6654,3.00,0.0331,-0.0321,-0.3103,3.00,-0.0904,2.0350,9.2963,3.00,32.0616,-9.8698,-46.9822,3.00,270.8536,0.0083,0.0841,0.9713,0.2224,0.00,3.00,0.0514,0.0676,0.7108,0.6983,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077235,0.1557,0.4471,-0.3767,3.00,-0.2461,1.5880,9.6741,3.00,-0.2937,0.1347,-0.3329,3.00,-0.6853,1.9225,8.5948,3.00,32.0738,-9.9186,-47.0432,3.00,272.1893,0.0086,0.0844,0.9706,0.2253,0.00,3.00,0.0482,0.0666,0.7086,0.7009,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077254,-0.4465,0.4445,-1.0907,3.00,-0.2389,1.4788,9.6916,3.00,-0.5545,-0.1054,-0.3629,3.00,-0.7284,1.5406,9.0150,3.00,32.0738,-9.8576,-47.0066,3.00,267.1234,0.0064,0.0820,0.9701,0.2283,0.00,3.00,0.0447,0.0622,0.7067,0.7034,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077274,-0.5718,0.1945,-0.6881,3.00,-0.1568,1.3474,9.7124,3.00,-0.6577,-0.4878,-0.4197,3.00,-0.4651,0.8834,10.3593,3.00,31.9884,-9.7356,-47.1652,3.00,259.4102,0.0057,0.0764,0.9697,0.2321,0.00,3.00,0.0431,0.0543,0.7046,0.7062,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077293,-0.5718,0.1945,-0.6881,3.00,-0.1568,1.3474,9.7124,3.00,-0.6577,-0.4878,-0.4197,3.00,-0.4651,0.8834,10.3593,3.00,31.8420,-9.5038,-47.3116,3.00,259.8102,0.0057,0.0764,0.9697,0.2321,0.00,3.00,0.0431,0.0543,0.7046,0.7062,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077313,-0.4127,-0.3263,0.6341,3.00,-0.0524,1.2105,9.7315,3.00,-0.6700,-0.5904,-0.4392,3.00,-0.1239,0.1281,12.2350,3.00,31.6712,-9.1012,-47.5190,3.00,254.5842,0.0086,0.0688,0.9691,0.2368,0.00,3.00,0.0421,0.0454,0.7017,0.7098,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077332,-0.1061,-0.9763,2.4853,3.00,-0.0178,1.1037,9.7443,3.00,-0.5014,-0.2129,-0.3128,3.00,-0.5321,-0.5471,13.6859,3.00,31.5614,-8.6620,-47.7142,3.00,250.3368,0.0124,0.0606,0.9684,0.2417,0.00,3.00,0.0396,0.0401,0.6983,0.7135,3.00,116.332157,39.950710,0.4600,256.7000,1649404076000,0.0
1649404077351,-0.4853,-1.6275,3.9148,3.00,-0.0466,1.0778,9.7471,3.00,-0.0786,0.1286,-0.0330,3.00,-0.6410,-0.3962,12.8264,3.00,31.4882,-8.2106,-47.8240,3.00,251.4926,0.0130,0.0549,0.9679,0.2450,0.00,3.00,0.0378,0.0401,0.6959,0.7160,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077371,-0.5971,-1.5334,3.0473,3.00,-0.0438,1.1327,9.7409,3.00,0.3202,-0.0119,0.1491,3.00,0.2053,0.3986,10.9710,3.00,31.3540,-7.9300,-47.8728,3.00,259.1014,0.0112,0.0539,0.9678,0.2454,0.00,3.00,0.0399,0.0419,0.6956,0.7161,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077390,0.1943,-0.8249,1.1967,3.00,0.0109,1.2181,9.7307,3.00,0.4504,-0.2569,0.0977,3.00,1.1103,0.9660,9.7308,3.00,31.1710,-7.6738,-48.0680,3.00,264.8291,0.0120,0.0566,0.9680,0.2442,0.00,3.00,0.0449,0.0430,0.6966,0.7147,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077409,1.0525,-0.3187,-0.0351,3.00,0.0575,1.2790,9.7227,3.00,0.3123,-0.2178,-0.0843,3.00,1.7842,1.2210,9.1526,3.00,31.0124,-7.4908,-48.1656,3.00,267.0263,0.0157,0.0602,0.9679,0.2434,0.00,3.00,0.0488,0.0435,0.6971,0.7140,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077429,1.7277,-0.0760,-0.6086,3.00,0.0563,1.2917,9.7210,3.00,0.0612,0.0046,-0.3384,3.00,1.7806,1.3108,8.9611,3.00,30.9026,-7.3566,-48.1534,3.00,267.9368,0.0188,0.0627,0.9676,0.2439,0.00,3.00,0.0493,0.0440,0.6962,0.7148,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077448,1.7440,0.0372,-0.7993,3.00,0.0365,1.2688,9.7241,3.00,-0.1202,0.0712,-0.5443,3.00,1.1534,0.9301,9.4076,3.00,30.8416,-7.2224,-48.1778,3.00,265.4789,0.0191,0.0632,0.9669,0.2464,0.00,3.00,0.0479,0.0437,0.6938,0.7172,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077467,1.1284,-0.3166,-0.3543,3.00,0.0249,1.2424,9.7276,3.00,-0.1275,0.0009,-0.6597,3.00,0.6805,0.5830,10.1701,3.00,30.8538,-7.1248,-48.1412,3.00,262.4801,0.0181,0.0623,0.9658,0.2509,0.00,3.00,0.0467,0.0430,0.6899,0.7211,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077487,0.6717,-0.6538,0.4053,3.00,0.0088,1.2322,9.7289,3.00,-0.0347,0.0119,-0.6732,3.00,-0.1047,0.3280,10.3305,3.00,30.8538,-7.1248,-48.1412,3.00,259.5801,0.0176,0.0610,0.9644,0.2568,0.00,3.00,0.0461,0.0429,0.6850,0.7258,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077506,-0.0671,-0.9164,0.5645,3.00,-0.0375,1.2396,9.7279,3.00,0.0619,0.1640,-0.5162,3.00,-0.6638,0.3831,9.6339,3.00,30.8172,-6.9662,-48.2022,3.00,259.7290,0.0170,0.0606,0.9628,0.2629,0.00,3.00,0.0451,0.0445,0.6799,0.7306,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077526,-0.5516,-0.8740,-0.1288,3.00,-0.1117,1.2523,9.7257,3.00,0.0869,0.3161,-0.3219,3.00,-0.2735,0.9361,8.4308,3.00,30.9392,-6.7710,-48.2144,3.00,267.4570,0.0151,0.0615,0.9614,0.2677,0.00,3.00,0.0432,0.0475,0.6760,0.7341,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077546,-0.0845,-0.3169,-1.3244,3.00,-0.1884,1.2491,9.7249,3.00,-0.0078,0.3454,-0.2761,3.00,-0.0174,1.4831,7.6348,3.00,31.1100,-6.4782,-48.1290,3.00,275.2200,0.0118,0.0631,0.9606,0.2705,0.00,3.00,0.0406,0.0502,0.6737,0.7362,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077565,0.2420,0.2567,-2.1117,3.00,-0.2588,1.2239,9.7265,3.00,-0.1324,0.3204,-0.2847,3.00,-0.2053,1.7273,7.4492,3.00,31.2686,-6.2220,-48.0802,3.00,279.4572,0.0082,0.0640,0.9600,0.2726,0.00,3.00,0.0373,0.0519,0.6718,0.7380,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077584,0.0997,0.5216,-2.2873,3.00,-0.3047,1.2047,9.7276,3.00,-0.1086,0.1976,-0.2639,3.00,-0.2819,1.5957,8.9863,3.00,31.5126,-5.8804,-48.0314,3.00,275.2808,0.0045,0.0638,0.9594,0.2747,0.00,3.00,0.0352,0.0529,0.6699,0.7397,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077604,0.0477,0.3445,-0.7402,3.00,-0.3294,1.2505,9.7210,3.00,0.2243,0.1011,-0.1839,3.00,-0.1419,1.5490,8.9180,3.00,31.7444,-5.6974,-47.9216,3.00,274.9293,0.0021,0.0634,0.9588,0.2769,0.00,3.00,0.0362,0.0553,0.6680,0.7413,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077623,0.1921,0.2243,-0.7947,3.00,-0.3338,1.3244,9.7111,3.00,0.3667,0.0082,-0.1362,3.00,-0.0844,1.8159,7.5211,3.00,31.9640,-5.5876,-47.8850,3.00,280.6157,0.0017,0.0661,0.9582,0.2783,0.00,3.00,0.0390,0.0579,0.6665,0.7423,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077643,0.2513,0.4540,-2.1758,3.00,-0.3360,1.3632,9.7056,3.00,0.1797,-0.0021,-0.1264,3.00,-0.0245,1.9261,7.2900,3.00,32.1714,-5.5388,-47.7264,3.00,282.1020,0.0026,0.0698,0.9576,0.2795,0.00,3.00,0.0405,0.0593,0.6653,0.7431,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077662,0.2513,0.4540,-2.1758,3.00,-0.3360,1.3632,9.7056,3.00,0.1797,-0.0021,-0.1264,3.00,-0.0245,1.9261,7.2900,3.00,32.3422,-5.5022,-47.7142,3.00,282.0949,0.0026,0.0698,0.9576,0.2795,0.00,3.00,0.0405,0.0593,0.6653,0.7431,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077681,0.3244,0.5629,-2.3945,3.00,-0.3497,1.3660,9.7047,3.00,-0.0041,0.0583,-0.1142,3.00,-0.0724,1.8135,8.8103,3.00,32.4886,-5.4168,-47.6410,3.00,277.7232,0.0031,0.0717,0.9572,0.2803,0.00,3.00,0.0402,0.0598,0.6642,0.7440,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
1649404077701,0.3162,0.4355,-0.8665,3.00,-0.3896,1.3814,9.7010,3.00,0.0661,0.1976,-0.0702,3.00,-0.3980,1.5107,9.7476,3.00,32.6350,-5.4656,-47.6166,3.00,273.8861,0.0025,0.0720,0.9570,0.2810,0.00,3.00,0.0395,0.0618,0.6633,0.7448,3.00,116.332137,39.950711,0.9600,256.8000,1649404077000,0.0
